,FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,TRB%,APG,AST%,SPG,BPG,TOPG,VI,ORTG,DRTG
463,Nick Richards,CHA,C,24,31,9.2,19.3,15.3,17.3,29,0.828,73,0.685,0,0.0,0.685,0.723,4.0,2.2,12.5,0.4,5.4,0.29,0.61,0.58,6.6,128.8,101.7
464,Josh Richardson,BOS,G,28,28,25.7,53.5,16.9,7.6,58,0.845,132,0.492,98,0.408,0.543,0.585,10.7,2.8,5.8,1.4,8.5,0.89,0.46,0.75,5.4,117.4,104.7
465,Austin Rivers,DEN,G,29,27,19.8,41.2,13.8,11.5,12,0.583,51,0.529,90,0.289,0.468,0.475,5.1,1.6,4.5,1.0,7.1,0.41,0.07,0.7,4.1,92.4,108.2
466,Duncan Robinson,MIA,F,27,37,28.2,58.7,18.2,6.1,30,0.8,67,0.537,323,0.359,0.538,0.551,12.0,3.4,6.7,1.5,7.9,0.68,0.22,0.7,5.6,110.5,102.0
467,Jeremiah Robinson-Earl,OKC,F,21,34,22.5,46.8,15.2,11.6,37,0.703,109,0.486,112,0.339,0.498,0.518,7.2,5.7,12.9,0.8,5.7,0.47,0.29,0.91,5.7,104.8,105.2
468,Justin Robinson,MIL,G,24,17,11.6,24.2,14.9,16.0,2,1.0,20,0.4,37,0.27,0.404,0.415,2.8,0.8,3.5,1.2,14.1,0.47,0.0,0.65,4.8,86.9,104.8
469,Justin Robinson,SAC,G,24,3,5.0,10.4,25.6,11.1,0,0.0,5,0.2,3,0.0,0.125,0.125,0.7,0.3,3.5,0.7,17.4,0.0,0.0,0.33,4.2,37.8,106.8
470,Justin Robinson,DET,G,24,5,18.2,37.9,16.8,14.0,6,0.333,7,0.143,21,0.381,0.464,0.457,5.6,1.4,4.1,1.8,15.1,0.2,0.2,1.0,5.3,91.4,109.3
471,Mitchell Robinson,NYK,C-F,23,36,24.7,51.5,10.3,12.6,72,0.556,149,0.779,0,0.0,0.779,0.753,7.6,8.0,17.4,0.5,3.0,0.5,1.56,0.72,5.1,148.1,100.6
472,Isaiah Roby,OKC,F,23,18,13.7,28.5,19.0,13.9,21,0.762,62,0.581,22,0.5,0.625,0.649,6.7,3.3,12.1,0.7,9.2,0.22,0.33,0.83,7.3,119.1,101.8
473,Rajon Rondo,LAL,G,35,18,16.1,33.5,15.5,31.5,2,0.5,41,0.366,30,0.267,0.38,0.383,3.1,2.7,8.8,3.7,29.9,0.67,0.28,1.83,7.8,84.1,103.8
474,Derrick Rose,NYK,G,33,26,24.5,51.0,22.8,11.9,31,0.968,182,0.467,92,0.402,0.513,0.541,12.0,3.0,6.6,4.0,27.8,0.85,0.46,1.5,8.6,111.6,112.5
475,Terrence Ross,ORL,G-F,30,32,26.2,54.5,21.5,12.0,92,0.88,173,0.491,153,0.301,0.472,0.531,12.2,2.8,5.7,2.2,13.6,0.63,0.22,1.56,6.4,102.4,112.8
476,Terry Rozier,CHA,G,27,31,31.7,66.1,23.1,6.9,66,0.803,238,0.483,232,0.388,0.532,0.554,17.8,3.8,6.3,3.4,15.9,1.16,0.45,1.19,7.7,111.9,115.2
477,Ricky Rubio,CLE,G,31,34,28.5,59.4,24.6,16.5,103,0.854,237,0.38,174,0.339,0.434,0.488,13.1,4.1,7.8,6.6,34.3,1.44,0.21,2.65,9.9,102.0,99.9
478,D'Angelo Russell,MIN,G,25,29,32.9,68.6,26.2,12.9,98,0.806,232,0.453,246,0.337,0.48,0.516,18.6,3.8,6.0,6.8,33.1,0.93,0.55,2.66,9.5,107.2,108.5
479,Domantas Sabonis,IND,F-C,25,39,34.6,72.2,22.4,17.1,218,0.743,383,0.65,97,0.32,0.616,0.654,19.3,11.7,18.8,4.5,20.7,1.03,0.41,3.05,11.6,122.5,102.2
480,Olivier Sarr,OKC,C,22,2,6.8,14.2,12.3,0.0,2,1.0,2,0.5,1,0.0,0.333,0.515,2.0,2.5,18.6,0.0,0.0,0.0,1.0,0.0,0.0,113.2,99.9
481,Tomas Satoransky,NOP,G,30,31,14.9,31.0,12.7,16.8,25,0.76,73,0.37,30,0.167,0.335,0.386,2.8,2.0,7.3,2.3,21.1,0.45,0.03,0.74,6.3,94.8,109.6
482,Jordan Schakel,WAS,G,23,2,7.1,14.8,18.8,0.0,0,0.0,3,0.0,3,0.0,0.0,0.0,0.0,1.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,28.7,119.4
483,Admiral Schofield,ORL,F,24,10,15.6,32.5,12.3,18.0,1,0.0,19,0.737,17,0.294,0.597,0.59,4.3,2.9,9.9,0.9,8.9,0.1,0.3,0.8,5.7,100.7,102.0
484,Dennis Schroder,BOS,G,28,33,31.9,66.4,24.0,13.4,110,0.873,308,0.484,142,0.331,0.488,0.537,16.2,3.4,5.8,4.5,23.2,0.82,0.06,2.33,7.9,106.1,105.4
485,Trevon Scott,CLE,F,25,2,5.7,11.9,23.0,0.0,0,0.0,5,0.6,1,0.0,0.5,0.5,3.0,1.0,9.5,0.0,0.0,0.5,0.5,0.0,0.0,106.8,87.9
486,Jay Scrubb,LAC,G,21,12,6.0,12.5,23.5,7.8,6,0.667,17,0.471,16,0.313,0.47,0.491,2.9,0.5,4.4,0.6,15.5,0.25,0.25,0.25,6.4,98.2,106.3
487,Wayne Selden,NYK,G,27,3,6.4,13.3,13.4,0.0,4,0.5,2,0.0,2,0.5,0.375,0.434,1.7,0.3,2.8,0.3,7.2,0.0,0.0,0.0,3.3,101.9,112.6
488,Alperen Sengun,HOU,C,19,35,18.4,38.3,22.4,20.0,118,0.703,181,0.541,39,0.308,0.527,0.579,9.0,4.8,14.2,2.6,22.8,0.91,0.86,1.94,10.5,110.4,98.8
489,Collin Sexton,CLE,G,23,11,28.8,59.9,27.5,15.6,39,0.744,106,0.538,45,0.244,0.487,0.523,16.0,3.3,6.1,2.1,11.8,0.91,0.0,2.82,6.7,95.6,102.6
490,Landry Shamet,PHX,G,24,35,20.7,43.0,16.5,7.2,36,0.833,77,0.416,165,0.364,0.504,0.531,7.8,2.1,5.4,1.5,9.9,0.51,0.09,0.57,5.6,108.0,105.5
491,Day'Ron Sharpe,BKN,F,20,12,6.5,13.6,23.6,18.7,13,0.462,26,0.654,3,0.333,0.638,0.619,3.6,3.0,24.3,0.0,0.0,0.17,0.25,0.67,0.0,113.8,91.9
492,Pascal Siakam,TOR,F,27,23,35.3,73.4,25.3,11.8,116,0.716,296,0.52,78,0.321,0.512,0.548,20.3,8.3,12.6,4.4,20.2,0.91,0.83,2.48,10.3,112.0,103.5
493,Chris Silva,MIN,F,25,1,3.5,7.3,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Chris Silva,MIA,F,25,5,12.3,25.5,15.1,19.1,9,0.889,13,0.615,0,0.0,0.615,0.708,4.8,5.2,23.6,0.6,7.1,0.0,0.0,0.8,8.0,135.9,87.0
495,Marko Simonovic,CHI,C,22,5,3.2,6.8,31.5,17.2,6,0.833,4,0.0,3,0.0,0.0,0.259,1.0,0.6,10.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
496,Anfernee Simons,POR,G,22,33,25.4,52.9,22.4,10.2,47,0.957,170,0.494,195,0.39,0.542,0.572,13.4,2.5,5.5,2.6,16.6,0.42,0.15,1.33,7.0,112.4,113.0
497,Jericho Sims,NYK,C,23,11,7.4,15.4,5.3,20.5,4,0.75,6,1.0,0,0.0,1.0,0.966,1.4,1.9,13.9,0.1,1.8,0.18,0.36,0.18,3.5,165.9,106.1
498,Deividas Sirvydis,DET,F-G,21,3,8.9,18.5,16.1,0.0,0,0.0,3,0.0,7,0.143,0.15,0.15,1.0,2.0,12.1,0.3,5.2,1.0,0.33,0.0,3.8,40.0,91.2
499,Javonte Smart,MIL,G,22,13,12.3,25.6,14.6,16.5,6,0.833,25,0.28,18,0.222,0.302,0.34,2.4,1.5,6.2,1.1,11.3,0.31,0.15,0.69,5.1,76.7,106.5
500,Marcus Smart,BOS,G,27,37,34.4,71.6,17.0,14.6,98,0.796,201,0.478,177,0.299,0.464,0.509,11.6,4.0,6.2,5.4,23.0,1.97,0.3,1.95,7.3,106.6,103.9
501,Dennis Smith Jr.,POR,G,24,20,17.2,35.8,19.0,21.3,32,0.688,82,0.439,22,0.273,0.433,0.474,5.6,2.4,7.7,3.3,27.9,1.25,0.45,1.6,8.2,97.4,109.4
502,Ish Smith,CHA,G,33,27,14.4,30.0,19.1,17.0,16,0.563,121,0.397,18,0.444,0.432,0.442,4.8,1.5,5.4,2.8,26.0,0.52,0.26,1.11,7.6,92.9,112.4
503,Jalen Smith,PHX,F-C,21,18,14.1,29.4,21.6,8.6,37,0.838,75,0.573,25,0.24,0.52,0.58,7.5,5.3,19.8,0.2,2.3,0.22,0.56,0.61,5.7,122.4,95.7
504,Xavier Sneed,MEM,F,20,2,3.9,8.0,10.8,0.0,0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,1.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
505,Tony Snell,POR,G,30,26,12.6,26.3,8.6,10.9,3,1.0,12,0.333,44,0.364,0.5,0.515,2.3,1.5,6.7,0.6,6.5,0.19,0.15,0.27,4.0,107.8,111.1
506,Jaden Springer,PHI,G,19,2,2.8,5.8,16.1,50.0,0,0.0,1,1.0,0,0.0,1.0,1.0,1.0,1.0,19.7,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0
507,Cassius Stanley,DET,G,22,3,27.7,57.8,15.8,16.3,6,1.0,14,0.5,9,0.444,0.565,0.624,10.7,3.3,6.5,0.7,3.9,1.33,0.67,1.67,4.2,109.8,104.2
508,Nik Stauskas,MIA,G,28,2,11.9,24.7,18.2,0.0,4,0.75,4,0.25,4,0.5,0.5,0.564,5.5,1.5,7.0,0.5,6.1,0.0,0.0,0.0,5.4,127.5,110.5
509,Lance Stephenson,ATL,F,31,6,11.6,24.1,11.2,22.4,2,0.5,10,0.5,3,0.0,0.385,0.396,1.8,2.5,11.7,1.8,20.3,0.0,0.0,0.67,6.9,91.0,105.0
510,Lance Stephenson,IND,F,31,4,22.8,47.4,24.5,11.7,5,0.8,27,0.704,16,0.313,0.616,0.631,14.3,3.3,7.9,6.0,46.4,1.0,0.0,1.5,11.5,128.1,103.7
511,Lamar Stevens,CLE,F,24,25,12.9,27.0,15.3,8.9,18,0.611,62,0.435,33,0.303,0.442,0.462,3.8,2.0,8.5,0.6,6.1,0.24,0.2,0.4,5.1,98.9,99.9
512,Isaiah Stewart,DET,F-C,20,30,25.6,53.4,13.6,14.7,48,0.667,174,0.563,14,0.143,0.537,0.559,7.8,8.4,17.5,1.1,6.9,0.4,1.17,1.2,6.5,111.5,102.0
513,Max Strus,MIA,G-F,25,29,23.3,48.5,18.6,7.4,33,0.758,67,0.612,182,0.418,0.622,0.636,11.6,3.5,8.3,1.2,8.1,0.34,0.07,0.72,6.3,120.8,105.6
514,Jalen Suggs,ORL,G,20,21,27.7,57.8,26.6,18.7,76,0.763,155,0.394,102,0.255,0.389,0.444,12.3,3.4,6.5,3.6,20.7,1.14,0.43,3.19,7.7,84.8,106.2
515,Craig Sword,WAS,G,27,3,6.3,13.2,11.7,20.0,0,0.0,3,1.0,1,0.0,0.75,0.75,2.0,0.0,0.0,0.3,7.8,1.33,0.0,0.33,0.0,115.3,67.0
516,Keifer Sykes,IND,G,28,6,27.5,57.3,15.8,13.3,9,0.889,23,0.522,25,0.36,0.531,0.568,9.8,2.8,5.7,3.7,18.9,0.5,0.17,1.33,6.8,114.0,106.4
517,Jae'Sean Tate,HOU,F,26,38,27.4,57.1,20.3,14.3,107,0.71,275,0.56,104,0.298,0.529,0.56,12.6,5.8,11.6,3.1,17.9,0.87,0.58,1.87,8.9,110.6,104.4
518,Jayson Tatum,BOS,F-G,23,36,36.6,76.2,31.8,10.3,214,0.836,458,0.474,305,0.334,0.485,0.536,25.5,8.4,12.3,3.8,18.6,1.03,0.81,2.72,10.2,106.1,103.1
519,Terry Taylor,IND,G,22,1,0.9,1.9,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,133.5,0.0,0.0,0.0,0.0,0.0,0.0
520,Garrett Temple,NOP,G-F,35,37,19.4,40.5,14.2,13.3,29,0.724,71,0.465,124,0.379,0.531,0.549,6.2,2.9,7.9,1.2,8.9,0.81,0.46,0.86,5.7,106.1,107.0
521,Emanuel Terry,PHX,F,26,3,6.1,12.6,21.3,44.4,0,0.0,5,0.0,0,0.0,0.0,0.0,0.0,4.7,40.2,0.7,12.5,0.0,0.0,1.33,0.0,61.6,79.7
522,Tyrell Terry,MEM,G,21,2,1.6,3.2,13.4,0.0,0,0.0,1,1.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,Jon Teske,MEM,C,20,3,2.6,5.4,10.0,0.0,2,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.7,13.6,0.3,14.7,0.33,0.0,0.0,0.0,0.0,0.0
524,Daniel Theis,HOU,F-C,29,23,23.5,48.9,16.6,13.8,36,0.694,95,0.611,71,0.268,0.521,0.544,8.6,5.3,12.3,0.8,5.1,0.39,0.65,1.26,5.6,102.8,107.8
525,Brodric Thomas,BOS,G,24,5,4.4,9.1,17.9,22.5,2,1.0,2,0.5,4,0.0,0.167,0.291,0.8,0.8,9.8,0.6,18.2,0.0,0.0,0.4,6.6,71.4,114.4
526,Cam Thomas,BKN,G,20,26,15.5,32.2,20.2,6.9,22,0.818,102,0.51,63,0.222,0.442,0.469,6.3,2.2,7.6,1.2,11.6,0.42,0.15,0.5,6.6,97.2,109.4
527,Isaiah Thomas,LAL,G,32,4,25.3,52.6,21.1,12.0,11,0.727,17,0.412,22,0.227,0.372,0.422,9.3,2.0,4.1,1.5,8.1,0.0,0.5,1.5,4.8,82.9,104.7
528,Isaiah Thomas,DAL,G,32,1,13.3,27.7,26.9,0.0,0,0.0,5,0.6,3,0.0,0.375,0.375,6.0,0.0,0.0,4.0,51.6,0.0,0.0,0.0,0.0,100.4,116.8
529,Matt Thomas,CHI,G,27,13,10.4,21.7,13.9,0.0,2,1.0,16,0.313,26,0.346,0.44,0.455,3.0,0.9,4.9,0.3,3.9,0.23,0.08,0.0,3.6,98.9,111.1
530,Tristan Thompson,SAC,C-F,30,29,15.1,31.5,19.8,14.2,58,0.534,148,0.507,1,1.0,0.513,0.527,6.3,5.4,19.1,0.6,6.2,0.34,0.38,1.0,7.2,109.1,103.7
531,JT Thor,CHA,F,19,10,10.9,22.8,12.6,12.3,8,0.625,9,0.667,16,0.188,0.42,0.456,2.6,1.4,6.7,0.6,6.8,0.4,0.6,0.4,4.8,97.5,106.1
532,Matisse Thybulle,PHI,G-F,24,29,26.0,54.2,10.0,13.7,9,0.889,71,0.69,70,0.286,0.56,0.573,5.7,2.4,5.0,1.1,5.7,1.76,1.14,0.79,3.8,107.1,103.7
533,Killian Tillie,MEM,F-C,23,26,13.6,28.3,13.0,7.2,8,0.625,35,0.371,64,0.328,0.449,0.458,3.6,1.9,7.4,0.5,5.1,0.73,0.5,0.31,4.4,102.8,100.5
534,Xavier Tillman,MEM,F,22,29,14.3,29.8,16.3,12.9,40,0.7,93,0.516,31,0.194,0.46,0.501,4.9,3.2,12.0,1.2,11.7,1.24,0.48,0.72,7.4,109.1,100.7
535,Isaiah Todd,WAS,F,20,9,3.9,8.2,22.3,5.6,4,0.5,5,0.2,10,0.4,0.467,0.477,1.8,1.0,13.9,0.1,4.1,0.22,0.22,0.11,5.8,0.0,0.0
536,Obi Toppin,NYK,F,23,35,16.3,34.0,20.7,11.2,70,0.786,148,0.649,58,0.207,0.553,0.598,8.1,3.8,12.6,1.1,11.3,0.34,0.51,0.86,7.9,117.7,102.9
537,Juan Toscano-Anderson,GSW,F,28,36,16.5,34.3,14.5,20.8,41,0.61,93,0.634,45,0.244,0.547,0.564,4.9,2.9,9.8,2.2,18.3,0.78,0.36,1.14,7.6,107.8,95.6
538,Karl-Anthony Towns,MIN,C-F,26,32,34.3,71.5,27.8,15.8,185,0.827,358,0.556,175,0.417,0.579,0.627,24.1,9.3,14.2,3.6,18.3,1.03,1.22,3.59,10.9,115.7,99.8
539,Gary Trent Jr.,TOR,G-F,22,33,34.0,70.8,20.3,5.8,58,0.845,235,0.477,242,0.368,0.515,0.537,16.4,2.8,4.5,2.1,9.3,1.91,0.36,0.94,5.4,112.3,108.3
540,P.J. Tucker,MIA,F,36,34,28.5,59.4,11.6,12.9,33,0.697,110,0.527,98,0.469,0.611,0.622,8.1,5.7,11.1,2.2,11.0,0.74,0.32,0.97,6.5,125.7,102.6
541,Rayjon Tucker,DEN,G,24,3,9.8,20.3,5.7,0.0,4,0.75,0,0.0,2,0.5,0.75,0.798,2.0,1.3,7.6,1.3,17.1,0.33,0.0,0.0,6.1,187.8,103.0
542,Myles Turner,IND,C-F,25,39,29.8,62.0,17.2,11.3,99,0.747,192,0.661,171,0.357,0.602,0.628,13.1,7.3,13.5,1.1,5.5,0.59,2.87,1.33,6.3,118.6,103.6
543,Jonas Valanciunas,NOP,C,29,36,31.6,65.9,24.1,13.4,143,0.825,408,0.539,86,0.43,0.558,0.601,18.6,11.9,20.4,2.4,13.3,0.56,0.94,2.39,10.3,116.2,102.7
544,Denzel Valentine,CLE,G,28,22,9.3,19.3,15.5,13.9,0,0.0,18,0.278,44,0.409,0.516,0.516,2.9,1.7,10.1,0.5,7.5,0.32,0.0,0.45,5.8,99.5,99.9
545,Jarred Vanderbilt,MIN,F,22,34,25.3,52.8,10.4,16.8,46,0.674,148,0.581,10,0.2,0.563,0.586,6.1,9.0,18.6,1.3,7.0,1.53,0.76,1.06,6.6,121.7,97.1
546,Fred VanVleet,TOR,G,27,33,37.5,78.1,24.0,12.8,109,0.89,260,0.488,301,0.405,0.553,0.589,21.7,5.0,7.2,6.8,28.3,1.64,0.58,2.7,9.6,118.9,107.9
547,Devin Vassell,SAS,G-F,21,32,25.0,52.2,18.4,7.5,30,0.733,155,0.555,154,0.351,0.54,0.552,11.1,3.9,8.1,1.5,8.1,0.97,0.72,0.81,6.4,108.5,105.9
548,Gabe Vincent,MIA,G,25,32,21.8,45.4,18.5,16.5,31,0.774,91,0.527,139,0.374,0.548,0.566,8.6,2.1,5.3,2.9,20.0,0.81,0.22,1.5,6.9,108.4,101.6
549,Nikola Vucevic,CHI,C,31,29,33.3,69.4,23.2,8.8,42,0.667,305,0.469,143,0.343,0.483,0.494,15.9,11.7,19.4,3.4,15.6,1.07,1.1,1.55,10.3,104.1,100.9
550,Dean Wade,CLE,F-C,25,28,20.2,42.2,10.8,6.4,13,0.769,46,0.609,79,0.329,0.536,0.551,5.1,3.5,9.2,1.3,8.4,0.54,0.07,0.32,5.6,119.6,101.3
551,Franz Wagner,ORL,F,20,40,32.2,67.1,21.4,9.9,124,0.839,376,0.484,144,0.368,0.503,0.546,15.7,4.6,7.7,2.6,13.8,1.03,0.5,1.58,7.1,108.4,109.7
552,Moritz Wagner,ORL,F-C,24,30,11.8,24.6,23.5,12.0,53,0.792,60,0.583,86,0.337,0.538,0.588,6.6,2.3,10.6,0.8,11.9,0.2,0.23,0.77,7.8,111.2,98.7
553,Ish Wainright,PHX,F,27,16,6.5,13.6,17.6,16.4,4,0.5,14,0.429,20,0.2,0.353,0.364,1.6,1.3,10.5,0.5,9.7,0.38,0.06,0.44,6.2,85.5,87.3
554,Lonnie Walker IV,SAS,G-F,23,34,22.4,46.6,22.9,9.0,54,0.87,178,0.489,173,0.312,0.479,0.511,11.3,2.9,6.7,2.4,14.8,0.56,0.24,1.09,7.7,102.1,109.0
555,Kemba Walker,NYK,G,31,24,27.3,56.8,22.2,10.1,50,0.84,129,0.426,144,0.403,0.52,0.553,13.6,3.5,7.0,3.6,22.1,0.83,0.21,1.38,8.1,112.9,109.9
556,MJ Walker,PHX,G,23,2,4.2,8.8,20.5,0.0,0,0.0,2,0.0,2,0.0,0.0,0.0,0.0,0.5,6.2,0.5,13.5,1.5,0.0,0.0,0.0,17.2,77.8
557,Derrick Walton Jr.,DET,G,26,3,36.1,75.1,15.3,28.4,4,1.0,13,0.231,13,0.231,0.288,0.342,6.3,3.3,5.0,7.0,27.7,2.0,1.33,3.67,5.8,76.0,107.5
558,Brad Wanamaker,IND,G,32,22,13.3,27.7,15.6,22.0,22,0.909,55,0.4,17,0.235,0.389,0.465,3.5,1.6,6.6,2.2,22.1,0.23,0.27,1.05,6.9,96.0,101.0
559,Brad Wanamaker,WAS,G,32,1,27.1,56.5,10.4,0.0,3,1.0,5,0.4,0,0.0,0.4,0.554,7.0,5.0,10.1,7.0,34.2,2.0,0.0,0.0,9.2,146.8,99.1
560,Duane Washington Jr.,IND,G,21,9,20.9,43.5,22.4,11.4,17,0.765,38,0.421,40,0.275,0.417,0.456,8.7,2.0,5.3,1.9,13.1,0.56,0.11,1.22,6.1,92.4,112.2
561,P.J. Washington,CHA,F,23,23,24.9,51.9,17.2,12.8,42,0.69,79,0.506,106,0.443,0.597,0.614,10.9,5.5,11.6,2.3,12.6,0.65,1.09,1.3,8.3,118.0,107.5
